uniprot_id	sequence_len	mass_recalc	isoelectric_point	gravy	aromaticity	instability_index
O14686	5537	593382.645200	5.403308	-0.647625	0.040455	76.603995
O14713	200	21782.217700	5.949246	-0.380000	0.070000	43.274000
O14717	391	44596.044700	5.777934	-0.172634	0.086957	51.416368
O14727	1248	141838.411000	5.956124	-0.268189	0.085737	40.356266
O14730	519	59092.359000	5.515338	-0.608478	0.080925	38.174566
O14732	288	31320.541100	6.152616	0.013542	0.062500	33.950000
O14733	419	47484.375100	9.261157	-0.522196	0.066826	52.355609
O14734	319	35913.830100	7.223861	-0.291223	0.087774	52.937304
O14735	213	23538.554100	8.232564	0.612676	0.117371	36.774789
O14737	125	14284.920800	5.768157	-0.901600	0.032000	51.016800
O14744	637	72683.006400	5.884848	-0.330141	0.105181	44.329827
O14745	358	38867.977900	5.553477	-0.711453	0.033520	44.219553
O14746	1132	126995.202800	10.536020	-0.200883	0.082155	54.764947
O14756	317	35965.273700	8.935850	-0.008833	0.107256	30.485489
O14757	476	54432.938300	8.496111	-0.459244	0.088235	42.259265
O14763	440	47877.823400	5.387393	-0.408636	0.038636	58.194773
O14764	452	50707.778300	8.702797	0.043584	0.108407	41.370796
O14770	477	51789.489200	5.918838	-0.604612	0.054507	53.419078
O14771	459	51262.602200	6.480634	-0.805447	0.069717	64.561895
O14772	607	68008.759100	6.447383	-0.009885	0.102142	41.454267
O14773	563	61247.168100	6.010860	-0.179396	0.095915	48.360924
O14775	395	43565.873900	6.016316	-0.230886	0.088608	38.623797
O14776	1098	123899.592800	8.710275	-0.868033	0.058288	53.929426
O14777	642	73911.801600	5.481632	-0.749065	0.068536	51.118536
O14782	793	89453.245400	8.451821	-0.778436	0.051702	58.063556
O14786	923	103133.160500	5.582578	-0.441062	0.102925	35.559382
O14787	897	101387.077600	4.870215	-0.053512	0.076923	51.074047
O14788	317	35477.687300	7.245460	-0.395584	0.104101	46.801041
O14791	398	43973.659800	5.596902	-0.239196	0.062814	34.918342
O14792	307	35772.572600	8.912126	-0.457655	0.110749	51.022899
O14793	375	42749.705100	6.346039	-0.387467	0.088000	41.013333
O14795	1591	180676.629100	5.670849	-0.504085	0.082338	46.965871
O14796	132	15296.578800	8.974338	-0.328788	0.106061	32.141667
O14798	259	27406.551400	4.793028	-0.286486	0.038610	65.263707
O14802	1390	155639.769100	8.759529	-0.247770	0.069065	37.037137
O14804	337	38241.998800	8.489858	0.718991	0.151335	27.928783
O14807	208	23846.162400	8.822257	-0.450962	0.081731	35.943750
O14810	134	15029.829300	4.933988	-1.130597	0.029851	53.143284
O14813	284	29652.999400	8.977045	-0.467254	0.084507	56.715845
O14815	690	79095.645900	5.371023	-0.421449	0.113043	41.275826
O14817	238	26117.512900	6.073894	0.720588	0.138655	27.450000
O14818	248	27886.505600	8.596424	-0.432258	0.068548	43.432258
O14827	1237	140762.668800	7.369255	-0.388601	0.074373	47.366863
O14828	347	38286.502700	7.553243	0.025648	0.126801	53.152450
O14829	653	75791.218100	6.370480	-0.464625	0.102603	45.811072
O14830	753	86517.147900	6.696452	-0.500000	0.091633	48.941713
O14832	338	38537.841900	8.705053	-0.409467	0.091716	43.499734
O14836	293	31815.917200	8.350735	-0.445051	0.054608	79.874437
O14842	300	31456.688000	9.634752	0.643667	0.110000	29.011000
O14843	346	38648.590900	7.996997	0.394798	0.124277	41.614451
O14862	343	38953.099900	9.794246	-0.390379	0.069971	35.080466
O14863	429	47482.225800	6.112204	0.137296	0.076923	38.746620
O14867	736	81956.843300	4.952291	-0.605842	0.055707	59.424457
O14874	412	46359.914500	8.972919	-0.239320	0.070388	47.254150
O14879	490	55984.129800	5.124626	-0.735306	0.085714	47.013286
O14880	152	16516.106600	9.458753	0.281579	0.125000	22.128947
O14893	280	31584.763500	5.431443	-0.391071	0.067857	63.660714
O14894	197	20822.446400	8.559032	0.556345	0.071066	21.151269
O14896	467	53129.150300	5.178510	-0.470021	0.089936	49.833233
O14901	512	55138.543100	8.447180	-0.301953	0.041016	62.264453
O14904	365	40319.794600	9.078712	-0.384384	0.073973	51.356438
O14905	357	39000.472300	9.197269	-0.265266	0.072829	52.654062
O14907	124	13734.550400	8.050957	-0.406452	0.040323	60.133065
O14908	333	36048.793000	5.901047	-0.328529	0.063063	41.206306
O14910	233	25996.424000	8.831798	-0.483691	0.038627	54.913305
O14917	1159	126227.958800	5.031808	-0.428559	0.057808	44.645220
O14920	756	86562.950000	5.575530	-0.496032	0.062169	52.776587
O14924	1447	156355.565700	7.204308	-0.544091	0.055978	51.594126
O14925	209	21942.915200	8.806204	0.034450	0.086124	23.265550
O14926	492	55056.430400	7.949806	-0.435976	0.097561	39.140467
O14929	419	49540.056600	5.516759	-0.447971	0.133652	38.959189
O14931	201	21592.865400	9.165293	0.173134	0.074627	41.403532
O14933	153	17768.499400	7.717507	-0.392157	0.084967	43.003268
O14936	926	105121.515100	5.985112	-0.426242	0.079914	46.418812
O14939	933	105985.825400	7.412168	-0.297535	0.097535	45.238274
O14944	169	19043.995200	7.489469	0.071598	0.088757	35.471006
O14948	347	38787.111900	5.299236	-0.628530	0.046110	56.576657
O14949	82	9906.247400	10.074233	-0.556098	0.170732	49.380610
O14950	172	19778.946600	4.712146	-0.777907	0.098837	30.476163
O14958	399	46435.195300	4.217988	-0.508521	0.115288	41.092256
O14960	151	16389.785800	9.486926	-0.235099	0.079470	36.659669
O14964	777	86191.066300	5.839092	-0.697297	0.065637	69.594337
O14965	403	45822.825900	9.454498	-0.657320	0.071960	54.341935
O14966	203	23155.003600	6.726008	-0.386207	0.098522	46.518719
O14967	610	70037.750600	4.576073	-0.733770	0.095082	44.520672
O14972	297	33010.024600	7.595360	0.056566	0.074074	35.258956
O14974	1030	115279.340400	5.311115	-1.055146	0.042718	61.867767
O14975	620	70311.462500	8.752824	-0.097419	0.114516	35.242290
O14976	1311	143188.900400	5.489646	-0.415713	0.075515	56.477201
O14977	448	49534.671700	4.656614	-0.082813	0.104911	47.173683
O14978	683	77297.894500	6.537303	-0.885798	0.054173	60.999854
O14979	420	46436.961300	9.587110	-0.951905	0.100000	49.907143
O14980	1071	123384.489200	5.708704	-0.091690	0.091503	41.671541
O14981	1849	206885.099300	6.081454	-0.168740	0.057869	44.041969
O14983	1001	110251.256900	5.068299	0.052947	0.071928	38.118881
O14986	540	61035.595000	6.388384	-0.449074	0.100000	42.429870
O14994	580	63301.943700	9.424069	-0.529483	0.067241	64.662241
O15013	1369	151609.813000	5.455657	-0.442586	0.059898	55.437042
O15014	1411	151189.254900	8.242621	-0.882920	0.045358	57.172502
O15015	1832	200822.988600	6.799899	-0.916048	0.045852	55.001365
O15018	2839	301637.493700	7.138204	-0.593308	0.033110	56.407256
O15020	2390	271321.670200	5.787767	-0.650837	0.057741	47.858502
O15021	2623	284094.017300	8.849269	-0.776477	0.043080	66.013122
O15027	2357	251890.606500	5.507664	-0.606534	0.064913	63.278244
O15031	1838	205124.856300	5.850574	-0.309086	0.081610	44.958014
O15033	823	94221.537000	6.852816	-0.272539	0.114216	45.461057
O15040	1411	153846.511400	5.344195	-0.266690	0.075833	49.710567
O15041	775	89226.509100	7.198283	-0.488645	0.107097	43.850194
O15042	1029	118290.514100	8.594425	-1.142857	0.062196	70.528571
O15047	1707	186031.902700	5.065627	-0.896719	0.060340	78.586649
O15049	544	60469.094600	8.325915	-0.869118	0.049632	67.016544
O15054	1643	176630.210300	8.827285	-0.660560	0.055995	71.641449
O15055	1255	136577.967200	6.037461	-0.556653	0.058964	63.627171
O15056	1496	165535.951500	6.964107	-0.429144	0.076872	45.040328
O15060	712	79000.372100	6.060196	-0.389747	0.074438	46.111096
O15061	1565	172865.635700	5.083986	-0.773674	0.048562	53.875208
O15062	677	74277.188800	5.786175	-0.533087	0.057607	59.006204
O15066	747	85124.146200	7.297126	-0.873226	0.049531	54.574029
O15067	1338	144732.697700	5.498229	-0.199253	0.068012	41.067653
O15068	1137	128107.625800	6.021659	-0.552067	0.069481	55.023483
O15072	1205	135601.444600	6.761305	-0.618091	0.078008	51.439502
O15075	740	82223.004700	8.835666	-0.491486	0.075676	46.065432
O15078	2479	290382.441400	5.749230	-0.955143	0.033078	47.116579
O15079	494	53536.127900	5.412061	-0.633806	0.038462	60.264575
O15083	957	110556.309000	6.512464	-1.046290	0.021944	60.502403
O15084	1053	112964.560900	5.802715	-0.113960	0.050332	29.633428
O15085	1522	167702.504700	5.333055	-0.649277	0.042707	62.552582
O15091	583	67314.548000	8.974531	-0.424528	0.102916	41.545472
O15105	426	46425.292200	8.630592	-0.398357	0.082160	48.307066
O15111	745	84638.668700	6.272888	-0.300671	0.069799	48.032752
O15116	133	15179.232900	5.106097	-0.334586	0.045113	34.417293
O15117	783	85386.013200	6.114193	-1.086718	0.056194	53.382120
O15118	1278	142165.286600	5.169984	0.222222	0.123631	42.618263
O15119	743	79387.906400	8.296001	-0.329341	0.069987	56.012921
O15120	278	30914.008500	9.209776	0.309712	0.100719	41.535755
O15121	323	37865.572900	6.971211	0.037461	0.167183	35.992632
O15123	496	56918.543100	5.409219	-0.598992	0.092742	36.480464
O15126	338	37919.988800	7.033393	-0.049408	0.136095	36.606243
O15127	329	36648.468000	5.724448	0.149240	0.136778	43.219179
O15130	113	12439.713100	5.044086	-0.618584	0.079646	63.098230
O15131	539	60665.627900	5.026068	-0.264750	0.064935	52.869388
O15143	372	40949.335300	8.684230	-0.198387	0.088710	39.405645
O15144	300	34332.596500	6.843324	-0.439333	0.103333	30.501700
O15145	178	20546.440600	8.775646	-0.605056	0.112360	39.451685
O15146	869	97055.275200	6.963595	-0.075144	0.082854	49.559275
O15151	490	54863.702800	4.854186	-0.604286	0.057143	46.681837
O15155	118	13289.282900	9.144212	-0.134746	0.110169	43.155085
O15156	539	58026.304800	5.531935	-0.608534	0.053803	71.560111
O15160	346	39249.246600	5.309410	-0.280347	0.072254	36.968786
O15162	318	35048.724000	4.829973	-0.244654	0.094340	52.177044
O15164	1050	116829.959700	6.726804	-0.604667	0.057143	58.949524
O15165	306	33899.744500	5.856087	-0.501961	0.068627	59.465033
O15169	862	95633.857100	6.499448	-0.793852	0.062645	54.621926
O15173	223	23818.166800	4.760516	-0.493274	0.080717	42.563722
O15178	435	47442.642300	6.624153	-0.494023	0.087356	60.887586
O15182	167	19549.773900	4.616940	-0.734731	0.071856	53.188024
O15194	276	31128.255700	5.320948	-0.192029	0.090580	44.400725
O15195	856	95906.246400	6.551171	-0.446262	0.092290	46.156227
O15197	1021	110699.003100	6.189391	-0.196180	0.077375	53.848599
O15198	467	52492.815500	7.867093	-0.488865	0.089936	63.900214
O15204	470	52774.854000	7.011453	-0.382553	0.068085	45.558957
O15205	165	18472.414000	9.082322	-0.250909	0.048485	54.381212
O15209	634	65601.633300	5.931626	-0.345899	0.048896	60.389432
O15211	777	83548.003200	5.817948	-0.367696	0.050193	63.302072
O15212	129	14582.480900	8.828510	-0.717054	0.038760	52.108527
O15213	610	68070.270000	9.692064	-0.602623	0.060656	47.174098
O15217	222	25703.782700	7.891462	-0.164865	0.094595	51.076126
O15226	690	77671.990700	8.941846	-0.739130	0.073913	51.648116
O15228	680	77187.023500	6.164837	0.044559	0.104412	50.228088
O15229	486	55809.350200	9.182184	-0.081893	0.115226	42.239712
O15230	3695	399733.276400	6.656778	-0.274100	0.066035	48.755394
O15231	689	73524.631400	6.675876	-0.765457	0.043541	67.284615
O15232	486	52816.220200	6.253960	-0.350823	0.055556	44.102695
O15234	703	76277.046400	6.053773	-1.131437	0.052632	75.476102
O15239	70	8072.290300	8.930692	-0.081429	0.128571	30.202857
O15240	615	67257.016800	4.758299	-0.985203	0.034146	90.723252
O15243	131	14253.607800	6.014157	0.967939	0.167939	26.011450
O15244	555	62579.911200	8.678879	0.313874	0.120721	46.989946
O15245	554	61153.332500	6.402992	0.451805	0.106498	45.692238
O15247	247	28356.053300	5.442811	-0.517814	0.109312	43.945344
O15254	700	77628.146300	6.838492	-0.067143	0.097143	38.682571
O15258	196	22957.689900	9.559968	0.081122	0.173469	47.718878
O15259	732	83298.401700	5.112065	-0.485246	0.072404	63.846749
O15260	269	30393.655000	7.643730	0.562825	0.141264	32.439405
O15263	64	7037.604600	9.455078	0.604687	0.125000	41.309375
O15264	365	42089.095300	8.477222	-0.389041	0.104110	47.194603
O15265	892	95450.427900	9.891014	-0.751682	0.033632	68.588464
O15266	292	32235.927600	7.231250	-0.642123	0.058219	49.497945
O15269	473	52743.321600	5.722004	-0.064482	0.078224	47.593679
O15270	562	62923.576700	7.885660	-0.196797	0.096085	39.619235
O15273	167	19051.447600	5.201757	-0.644311	0.047904	69.347305
O15287	622	68552.830000	5.317481	-0.123473	0.056270	55.700322
O15294	1046	116923.285400	6.222756	-0.242447	0.082218	36.314627
O15296	676	75855.931200	5.725471	-0.173373	0.097633	44.396464
O15297	605	66674.378200	9.137894	-0.516860	0.052893	56.413223
O15303	877	95466.650600	8.343128	0.011973	0.083238	39.422805
O15304	175	18694.505300	7.859550	0.012571	0.051429	46.393143
O15305	246	28081.821900	6.350587	-0.433740	0.109756	47.624431
O15315	384	42195.193800	5.493284	0.053125	0.062500	49.826823
O15318	223	25914.178500	4.533444	-1.476233	0.085202	58.005830
O15327	924	104736.774200	5.872912	-0.370346	0.073593	49.754004
O15342	81	9374.281400	8.958672	0.876543	0.185185	19.586420
O15344	667	75249.882300	6.346949	-0.338831	0.067466	46.268381
O15347	200	22979.702700	8.478253	-1.413500	0.090000	57.444500
O15350	636	69622.549500	6.471654	-0.519811	0.067610	60.527358
O15353	648	68924.217500	5.930660	-0.462346	0.075617	62.968981
O15354	613	67113.122300	8.676752	0.060359	0.086460	50.663654
O15355	546	59270.994800	4.275622	-0.805861	0.042125	53.537015
O15357	1258	138597.139400	6.104758	-0.481161	0.070747	52.619881
O15360	1455	162773.364900	6.131700	-0.024467	0.079725	52.868529
O15370	315	34121.421200	5.080065	-0.960317	0.053968	68.002540
O15371	548	63972.049100	5.787824	-0.842336	0.102190	53.449088
O15372	352	39929.865600	6.091742	-0.552557	0.076705	48.274716
O15374	487	54021.352900	8.252227	0.420534	0.137577	37.972136
O15379	428	48847.178200	4.976333	-0.348131	0.130841	36.469252
O15381	856	95049.794200	6.107998	-0.427804	0.045561	41.837266
O15382	392	44287.222700	8.881503	-0.072194	0.094388	39.608163
O15389	551	60714.457800	7.014352	-0.319964	0.079855	53.541016
O15391	372	41346.860000	5.762019	-0.732796	0.067204	42.448387
O15392	142	16388.530600	5.660277	-0.748592	0.098592	50.016901
O15393	492	53858.621000	8.115877	-0.248374	0.099593	41.939675
O15394	837	93045.149800	5.438491	-0.411828	0.072879	47.843501
O15397	1037	119936.673500	5.036071	-0.174156	0.090646	47.188737
O15399	1336	143750.481800	8.676880	-0.192290	0.087575	57.343952
O15400	261	29815.174900	5.409674	-0.630651	0.045977	46.513410
O15405	576	63341.231300	7.359820	-0.692708	0.045139	70.476927
O15409	715	79918.258900	6.061503	-0.755944	0.034965	79.395273
O15427	465	49468.804200	8.226956	0.661720	0.113978	30.332258
O15431	190	21090.429800	6.886919	0.282632	0.110526	33.700105
O15432	143	15681.229700	6.251800	0.791608	0.125874	32.672028
O15438	1527	169340.835800	6.790179	0.233268	0.095612	39.069509
O15439	1325	149524.928500	8.410497	0.078717	0.097358	44.766060
O15440	1437	160658.490500	8.866740	-0.016354	0.078636	39.369603
O15444	150	16609.129700	10.195691	-0.115333	0.093333	48.749400
O15446	510	54984.969400	8.660957	-0.964706	0.021569	68.873529
O15455	904	103827.341000	6.730839	-0.104535	0.099558	41.734192
O15457	936	104754.410100	7.164578	-0.239957	0.083333	46.327137
O15460	535	60901.202900	5.488510	-0.436262	0.100935	40.840561
O15466	376	43894.359900	9.192692	-0.151862	0.140957	43.867101
O15467	120	13599.855800	9.609931	-0.117500	0.058333	42.686667
O15479	319	35276.606000	8.866353	-0.603135	0.078370	45.431034
O15481	346	38922.632700	9.283915	-0.725723	0.069364	50.543931
O15484	640	73168.022100	7.572966	-0.520781	0.100000	36.266891
O15488	501	55183.185000	4.965250	-0.300998	0.079840	57.564870
O15492	202	22748.360100	6.181661	-0.472277	0.099010	37.956436
O15496	165	18153.108900	6.066107	0.027273	0.072727	50.361273
O15498	198	22417.318800	6.436527	-0.289899	0.090909	38.359646
O15499	205	21544.594700	10.581212	-0.423415	0.039024	77.233659
O15503	277	29986.394400	9.079292	0.267148	0.097473	39.522744
O15504	423	44871.059100	9.248264	-0.440662	0.104019	50.183688
O15511	151	16320.230900	5.472197	-0.403974	0.052980	34.794040
O15514	142	16311.088900	4.754605	-0.630986	0.070423	59.645775
O15516	846	95302.682400	6.514169	-0.609456	0.068558	64.081560
O15519	480	55343.444100	8.185245	-0.354583	0.075000	52.723958
O15520	208	23435.700100	9.605161	-0.378846	0.110577	43.718269
O15522	239	25865.893600	9.468230	-0.586611	0.062762	72.577406
O15523	660	73152.765500	7.241765	-0.635303	0.092424	44.867136
O15524	211	23550.617900	10.979691	-0.357346	0.080569	69.569242
O15525	162	17849.372100	10.039613	-0.645062	0.018519	54.355556
O15527	345	38781.729400	8.889948	-0.397101	0.086957	58.248116
O15528	508	56503.344700	9.336521	-0.178937	0.080709	56.212421
O15529	346	38664.656400	7.967212	0.412428	0.124277	39.016763
O15530	556	63151.088200	6.952625	-0.506475	0.100719	53.816205
O15533	448	47570.100700	6.503824	-0.024554	0.071429	56.314308
O15534	1290	136210.122500	5.729166	-0.528527	0.048837	65.936519
O15535	394	45953.529600	6.938017	-0.872843	0.055838	60.248223
O15537	224	25591.788700	5.508403	-0.367411	0.116071	40.451384
O15540	132	14888.742500	5.402171	-0.329545	0.090909	22.068182
O15541	343	38786.747400	5.506243	-0.999125	0.081633	50.251895
O15547	441	48828.054600	7.522720	-0.153061	0.117914	28.582109
O15550	1401	154174.775100	7.172535	-0.459101	0.072805	44.100428
O15551	220	23318.277500	8.366916	0.605000	0.077273	35.133227
O15552	330	37143.325600	9.504397	0.490000	0.124242	48.018848
O15553	781	86442.757000	8.297806	-0.645070	0.058899	53.307311
O15554	427	47694.994800	9.866709	0.223653	0.074941	41.241475
O43143	795	90931.803600	7.119106	-0.513585	0.075472	42.538881
O43147	1006	113283.405600	6.202919	-0.412724	0.077535	52.807475
O43148	476	54843.476900	6.293804	-0.788025	0.094538	52.135336
O43149	2961	331071.636600	5.623559	-0.236069	0.074975	48.534755
O43150	1006	111649.293600	6.238045	-0.579423	0.054672	44.771282
O43151	1795	193702.225000	8.040384	-0.603064	0.065181	60.121454
O43155	660	74047.943700	7.883468	-0.193485	0.077273	33.220455
O43156	1089	122067.992700	5.632369	0.007254	0.065197	42.796722
O43157	2135	232294.999200	5.293324	-0.210679	0.067916	51.234618
O43159	456	50714.183600	9.508265	-0.755044	0.057018	57.824342
O43164	708	78213.234300	4.280795	-0.863418	0.063559	60.337147
O43166	1804	200026.188800	8.402567	-0.671840	0.071508	56.564102
O43167	697	78281.190400	7.424616	-0.749211	0.055954	59.250646
O43169	150	16694.353600	4.876524	-0.488000	0.100000	38.703333
O43172	522	58448.507400	7.046864	-0.493678	0.076628	46.199425
O43173	380	43969.315800	9.562354	-0.215263	0.131579	43.526316
O43174	497	56198.013300	8.963829	-0.081087	0.088531	50.266197
O43175	533	56649.873700	6.288916	0.093246	0.045028	30.745966
O43181	175	20107.736700	10.303289	-0.642857	0.080000	50.266286
O43182	974	105946.232500	7.004633	-0.635010	0.053388	64.372084
O43184	909	99541.235000	8.790280	-0.358746	0.059406	42.567448
O43186	299	32260.935000	9.232985	-0.551505	0.090301	73.578261
O43187	625	69432.471400	5.508631	-0.279680	0.068800	53.108640
O43189	567	62105.124700	9.269538	-0.506878	0.074074	71.527707
O43193	412	45343.771900	9.966764	0.290534	0.099515	52.196141
O43194	453	51328.246900	9.432063	0.130022	0.101545	57.159868
O43196	834	92874.335500	5.949587	-0.018585	0.071942	43.386343
O43236	478	55097.519000	5.767418	-0.785565	0.081590	47.999372
O43237	492	54098.629100	5.971641	-0.495732	0.063008	49.594512
O43240	276	30169.510700	8.945843	-0.130797	0.065217	42.303659
O43242	534	60976.810200	8.471484	-0.529213	0.082397	45.689326
O43248	304	33747.342300	8.809492	-0.761513	0.101974	60.040493
O43251	390	41373.243900	6.714527	-0.413590	0.107692	34.931308
O43252	624	70832.359000	6.395376	-0.413301	0.088141	37.451779
O43255	324	34614.363500	6.712196	-0.064815	0.061728	49.707099
O43257	154	17535.769900	9.553779	-0.887662	0.071429	50.942857
O43264	779	88828.465700	5.885587	-0.262644	0.068036	50.354442
O43272	600	68028.342800	7.962119	-0.290167	0.091667	52.194533
O43278	529	58397.411100	5.892976	-0.335728	0.090737	44.743856
O43280	583	66566.964000	5.461682	-0.378731	0.118353	41.702967
O43281	561	58814.659200	4.977527	-0.400178	0.046346	69.687897
O43283	966	108294.854100	6.046214	-0.745652	0.062112	59.914286
