pdb_id	uniprot_id	experimental_method	resolution	release_date	ligand_count	source	fetch_date
3VKL	O00214	X-RAY DIFFRACTION	2.55	2012-09-12	1	RCSB_DATA_API	2026-04-11
3VKM	O00214	X-RAY DIFFRACTION	2.98	2012-09-12	1	RCSB_DATA_API	2026-04-11
3VKN	O00214	X-RAY DIFFRACTION	1.98	2012-09-12	1	RCSB_DATA_API	2026-04-11
3VKO	O00214	X-RAY DIFFRACTION	2.08	2012-09-12	1	RCSB_DATA_API	2026-04-11
4BMB	O00214	X-RAY DIFFRACTION	1.351	2014-03-19	3	RCSB_DATA_API	2026-04-11
4BME	O00214	X-RAY DIFFRACTION	2	2014-03-19	0	RCSB_DATA_API	2026-04-11
4FQZ	O00214	X-RAY DIFFRACTION	2.8	2012-07-11	1	RCSB_DATA_API	2026-04-11
4GXL	O00214	X-RAY DIFFRACTION	2.023	2013-05-08	1	RCSB_DATA_API	2026-04-11
4HAN	O00214	X-RAY DIFFRACTION	2.551	2013-03-20	2	RCSB_DATA_API	2026-04-11
5GZC	O00214	X-RAY DIFFRACTION	1.08	2016-12-21	2	RCSB_DATA_API	2026-04-11
5GZD	O00214	X-RAY DIFFRACTION	1.19	2016-12-21	0	RCSB_DATA_API	2026-04-11
5GZE	O00214	X-RAY DIFFRACTION	1.32	2016-12-21	0	RCSB_DATA_API	2026-04-11
5GZF	O00214	X-RAY DIFFRACTION	2.002	2016-12-21	2	RCSB_DATA_API	2026-04-11
5GZG	O00214	X-RAY DIFFRACTION	1.997	2016-12-21	2	RCSB_DATA_API	2026-04-11
5T7I	O00214	X-RAY DIFFRACTION	2	2017-01-04	0	RCSB_DATA_API	2026-04-11
5T7S	O00214	X-RAY DIFFRACTION	1.9	2017-01-04	1	RCSB_DATA_API	2026-04-11
5T7T	O00214	X-RAY DIFFRACTION	1.96	2017-01-04	1	RCSB_DATA_API	2026-04-11
5T7U	O00214	X-RAY DIFFRACTION	1.58	2017-01-04	3	RCSB_DATA_API	2026-04-11
5VWG	O00214	X-RAY DIFFRACTION	2.1	2018-05-23	1	RCSB_DATA_API	2026-04-11
6W4Z	O00214	X-RAY DIFFRACTION	1.59	2020-09-02	4	RCSB_DATA_API	2026-04-11
6Z6Y	O00214	X-RAY DIFFRACTION	1.34	2020-12-30	3	RCSB_DATA_API	2026-04-11
7AEN	O00214	X-RAY DIFFRACTION	1.6	2021-07-28	3	RCSB_DATA_API	2026-04-11
7ALS	O00214	X-RAY DIFFRACTION	1.35	2021-11-03	1	RCSB_DATA_API	2026-04-11
7P1M	O00214	X-RAY DIFFRACTION	1.52	2021-12-15	2	RCSB_DATA_API	2026-04-11
8CM8	O00214					RCSB_DATA_API	2026-04-11
8HL9	O00214	X-RAY DIFFRACTION	1.6	2023-07-05	0	RCSB_DATA_API	2026-04-11
9FYJ	O00214	X-RAY DIFFRACTION	1.08	2025-03-12	2	RCSB_DATA_API	2026-04-11
5XTB	O00217	ELECTRON MICROSCOPY	3.4	2017-08-30	5	RCSB_DATA_API	2026-04-11
5XTD	O00217	ELECTRON MICROSCOPY	3.7	2017-08-30	8	RCSB_DATA_API	2026-04-11
5XTH	O00217	ELECTRON MICROSCOPY	3.9	2017-09-13	14	RCSB_DATA_API	2026-04-11
5XTI	O00217	ELECTRON MICROSCOPY	17.4	2017-09-13	14	RCSB_DATA_API	2026-04-11
5CIR	O00220	X-RAY DIFFRACTION	3	2017-01-18	2	RCSB_DATA_API	2026-04-11
6BSZ	O00222	X-RAY DIFFRACTION	2.65	2018-02-07	3	RCSB_DATA_API	2026-04-11
6BT5	O00222	X-RAY DIFFRACTION	2.92	2018-02-07	2	RCSB_DATA_API	2026-04-11
6E5V	O00222	X-RAY DIFFRACTION	2.95	2018-11-07	2	RCSB_DATA_API	2026-04-11
5GJQ	O00231	ELECTRON MICROSCOPY	4.35	2016-08-17	1	RCSB_DATA_API	2026-04-11
5GJR	O00231	ELECTRON MICROSCOPY	3.5	2016-09-07	1	RCSB_DATA_API	2026-04-11
5L4K	O00231	ELECTRON MICROSCOPY	3.9	2016-09-07	0	RCSB_DATA_API	2026-04-11
5LN3	O00231	ELECTRON MICROSCOPY	6.8	2017-03-22	0	RCSB_DATA_API	2026-04-11
5M32	O00231	ELECTRON MICROSCOPY	3.8	2017-07-05	1	RCSB_DATA_API	2026-04-11
5T0C	O00231	ELECTRON MICROSCOPY	3.8	2016-10-19	3	RCSB_DATA_API	2026-04-11
5T0G	O00231	ELECTRON MICROSCOPY	4.4	2016-10-19	2	RCSB_DATA_API	2026-04-11
5T0H	O00231	ELECTRON MICROSCOPY	6.8	2016-10-19	2	RCSB_DATA_API	2026-04-11
5T0I	O00231	ELECTRON MICROSCOPY	8	2016-10-19	2	RCSB_DATA_API	2026-04-11
5T0J	O00231	ELECTRON MICROSCOPY	8	2016-10-19	2	RCSB_DATA_API	2026-04-11
5VFP	O00231	ELECTRON MICROSCOPY	4.2	2018-07-18	2	RCSB_DATA_API	2026-04-11
5VFQ	O00231	ELECTRON MICROSCOPY	4.2	2018-07-18	2	RCSB_DATA_API	2026-04-11
5VFR	O00231	ELECTRON MICROSCOPY	4.9	2018-07-18	2	RCSB_DATA_API	2026-04-11
5VFS	O00231	ELECTRON MICROSCOPY	3.6	2018-07-18	2	RCSB_DATA_API	2026-04-11
5VFT	O00231	ELECTRON MICROSCOPY	7	2018-07-18	1	RCSB_DATA_API	2026-04-11
5VFU	O00231	ELECTRON MICROSCOPY	5.8	2018-07-18	1	RCSB_DATA_API	2026-04-11
5VGZ	O00231	ELECTRON MICROSCOPY	4.5	2017-08-23	1	RCSB_DATA_API	2026-04-11
5VHF	O00231	ELECTRON MICROSCOPY	5.7	2017-08-23	1	RCSB_DATA_API	2026-04-11
5VHH	O00231	ELECTRON MICROSCOPY	6.1	2017-08-23	1	RCSB_DATA_API	2026-04-11
5VHI	O00231	ELECTRON MICROSCOPY	6.8	2017-08-23	1	RCSB_DATA_API	2026-04-11
5VHS	O00231	ELECTRON MICROSCOPY	8.8	2017-08-23	1	RCSB_DATA_API	2026-04-11
6MSB	O00231	ELECTRON MICROSCOPY	3	2018-12-05	4	RCSB_DATA_API	2026-04-11
6MSD	O00231	ELECTRON MICROSCOPY	3.2	2018-12-05	4	RCSB_DATA_API	2026-04-11
6MSE	O00231	ELECTRON MICROSCOPY	3.3	2018-11-21	4	RCSB_DATA_API	2026-04-11
6MSG	O00231	ELECTRON MICROSCOPY	3.5	2018-11-21	4	RCSB_DATA_API	2026-04-11
6MSH	O00231	ELECTRON MICROSCOPY	3.6	2018-11-21	3	RCSB_DATA_API	2026-04-11
6MSJ	O00231	ELECTRON MICROSCOPY	3.3	2018-11-21	4	RCSB_DATA_API	2026-04-11
6MSK	O00231	ELECTRON MICROSCOPY	3.2	2018-11-21	4	RCSB_DATA_API	2026-04-11
6WJD	O00231	ELECTRON MICROSCOPY	4.8	2020-08-05	4	RCSB_DATA_API	2026-04-11
6WJN	O00231	ELECTRON MICROSCOPY	5.7	2020-08-05	2	RCSB_DATA_API	2026-04-11
7QXN	O00231	ELECTRON MICROSCOPY	3.7	2023-02-08	4	RCSB_DATA_API	2026-04-11
7QXP	O00231	ELECTRON MICROSCOPY	3.6	2023-02-08	4	RCSB_DATA_API	2026-04-11
7QXU	O00231	ELECTRON MICROSCOPY	4.3	2023-02-08	4	RCSB_DATA_API	2026-04-11
7QXW	O00231	ELECTRON MICROSCOPY	4.1	2023-02-08	4	RCSB_DATA_API	2026-04-11
7QXX	O00231	ELECTRON MICROSCOPY	4.4	2023-02-08	4	RCSB_DATA_API	2026-04-11
7QY7	O00231	ELECTRON MICROSCOPY	4.7	2023-02-08	2	RCSB_DATA_API	2026-04-11
7QYA	O00231	ELECTRON MICROSCOPY	4.8	2023-02-08	2	RCSB_DATA_API	2026-04-11
7QYB	O00231	ELECTRON MICROSCOPY	4.1	2023-02-08	4	RCSB_DATA_API	2026-04-11
7W37	O00231	ELECTRON MICROSCOPY	3	2022-05-04	4	RCSB_DATA_API	2026-04-11
7W38	O00231	ELECTRON MICROSCOPY	3.1	2022-05-04	4	RCSB_DATA_API	2026-04-11
7W39	O00231	ELECTRON MICROSCOPY	3.2	2022-05-04	4	RCSB_DATA_API	2026-04-11
7W3A	O00231	ELECTRON MICROSCOPY	3.5	2022-05-04	3	RCSB_DATA_API	2026-04-11
7W3B	O00231	ELECTRON MICROSCOPY	3.6	2022-05-04	3	RCSB_DATA_API	2026-04-11
7W3C	O00231	ELECTRON MICROSCOPY	3.4	2022-05-04	3	RCSB_DATA_API	2026-04-11
7W3F	O00231	ELECTRON MICROSCOPY	3.3	2022-05-04	3	RCSB_DATA_API	2026-04-11
7W3G	O00231	ELECTRON MICROSCOPY	3.2	2022-05-04	3	RCSB_DATA_API	2026-04-11
7W3H	O00231	ELECTRON MICROSCOPY	3.2	2022-05-04	4	RCSB_DATA_API	2026-04-11
7W3I	O00231	ELECTRON MICROSCOPY	3.5	2022-05-18	3	RCSB_DATA_API	2026-04-11
7W3J	O00231	ELECTRON MICROSCOPY	3.5	2022-05-04	3	RCSB_DATA_API	2026-04-11
7W3K	O00231	ELECTRON MICROSCOPY	3.6	2022-05-04	3	RCSB_DATA_API	2026-04-11
7W3M	O00231	ELECTRON MICROSCOPY	3.5	2022-05-18	3	RCSB_DATA_API	2026-04-11
8CVT	O00231	ELECTRON MICROSCOPY	3	2022-11-02	3	RCSB_DATA_API	2026-04-11
8JRI	O00231	ELECTRON MICROSCOPY	3.4	2024-12-18	3	RCSB_DATA_API	2026-04-11
8JRT	O00231	ELECTRON MICROSCOPY	3.6	2024-12-18	3	RCSB_DATA_API	2026-04-11
8JTI	O00231	ELECTRON MICROSCOPY	3.8	2024-12-25	3	RCSB_DATA_API	2026-04-11
8K0G	O00231	ELECTRON MICROSCOPY	3.8	2025-01-22	3	RCSB_DATA_API	2026-04-11
8USB	O00231	ELECTRON MICROSCOPY	2.73	2024-11-06	4	RCSB_DATA_API	2026-04-11
8USC	O00231	ELECTRON MICROSCOPY	3.1	2024-11-06	4	RCSB_DATA_API	2026-04-11
9E8G	O00231	ELECTRON MICROSCOPY	3.01	2024-12-04	4	RCSB_DATA_API	2026-04-11
9E8H	O00231	ELECTRON MICROSCOPY	2.9	2024-12-04	4	RCSB_DATA_API	2026-04-11
9E8I	O00231	ELECTRON MICROSCOPY	2.87	2024-12-04	4	RCSB_DATA_API	2026-04-11
9E8J	O00231	ELECTRON MICROSCOPY	3.47	2024-12-04	4	RCSB_DATA_API	2026-04-11
9E8K	O00231	ELECTRON MICROSCOPY	4.08	2024-12-04	4	RCSB_DATA_API	2026-04-11
9E8L	O00231	ELECTRON MICROSCOPY	3.59	2024-12-04	4	RCSB_DATA_API	2026-04-11
9E8N	O00231	ELECTRON MICROSCOPY	3.62	2024-12-04	4	RCSB_DATA_API	2026-04-11
9E8O	O00231	ELECTRON MICROSCOPY	3.1	2024-12-04	4	RCSB_DATA_API	2026-04-11
9E8Q	O00231	ELECTRON MICROSCOPY	3.16	2024-12-04	4	RCSB_DATA_API	2026-04-11
5GJQ	O00232	ELECTRON MICROSCOPY	4.35	2016-08-17	1	RCSB_DATA_API	2026-04-11
5GJR	O00232	ELECTRON MICROSCOPY	3.5	2016-09-07	1	RCSB_DATA_API	2026-04-11
5L4K	O00232	ELECTRON MICROSCOPY	3.9	2016-09-07	0	RCSB_DATA_API	2026-04-11
5LN3	O00232	ELECTRON MICROSCOPY	6.8	2017-03-22	0	RCSB_DATA_API	2026-04-11
5M32	O00232	ELECTRON MICROSCOPY	3.8	2017-07-05	1	RCSB_DATA_API	2026-04-11
5T0C	O00232	ELECTRON MICROSCOPY	3.8	2016-10-19	3	RCSB_DATA_API	2026-04-11
5T0G	O00232	ELECTRON MICROSCOPY	4.4	2016-10-19	2	RCSB_DATA_API	2026-04-11
5T0H	O00232	ELECTRON MICROSCOPY	6.8	2016-10-19	2	RCSB_DATA_API	2026-04-11
5T0I	O00232	ELECTRON MICROSCOPY	8	2016-10-19	2	RCSB_DATA_API	2026-04-11
5T0J	O00232	ELECTRON MICROSCOPY	8	2016-10-19	2	RCSB_DATA_API	2026-04-11
5VFP	O00232	ELECTRON MICROSCOPY	4.2	2018-07-18	2	RCSB_DATA_API	2026-04-11
5VFQ	O00232	ELECTRON MICROSCOPY	4.2	2018-07-18	2	RCSB_DATA_API	2026-04-11
5VFR	O00232	ELECTRON MICROSCOPY	4.9	2018-07-18	2	RCSB_DATA_API	2026-04-11
5VFS	O00232	ELECTRON MICROSCOPY	3.6	2018-07-18	2	RCSB_DATA_API	2026-04-11
5VFT	O00232	ELECTRON MICROSCOPY	7	2018-07-18	1	RCSB_DATA_API	2026-04-11
5VFU	O00232	ELECTRON MICROSCOPY	5.8	2018-07-18	1	RCSB_DATA_API	2026-04-11
5VGZ	O00232	ELECTRON MICROSCOPY	4.5	2017-08-23	1	RCSB_DATA_API	2026-04-11
5VHF	O00232	ELECTRON MICROSCOPY	5.7	2017-08-23	1	RCSB_DATA_API	2026-04-11
5VHH	O00232	ELECTRON MICROSCOPY	6.1	2017-08-23	1	RCSB_DATA_API	2026-04-11
5VHI	O00232	ELECTRON MICROSCOPY	6.8	2017-08-23	1	RCSB_DATA_API	2026-04-11
5VHS	O00232	ELECTRON MICROSCOPY	8.8	2017-08-23	1	RCSB_DATA_API	2026-04-11
6MSB	O00232	ELECTRON MICROSCOPY	3	2018-12-05	4	RCSB_DATA_API	2026-04-11
6MSD	O00232	ELECTRON MICROSCOPY	3.2	2018-12-05	4	RCSB_DATA_API	2026-04-11
6MSE	O00232	ELECTRON MICROSCOPY	3.3	2018-11-21	4	RCSB_DATA_API	2026-04-11
6MSG	O00232	ELECTRON MICROSCOPY	3.5	2018-11-21	4	RCSB_DATA_API	2026-04-11
6MSH	O00232	ELECTRON MICROSCOPY	3.6	2018-11-21	3	RCSB_DATA_API	2026-04-11
6MSJ	O00232	ELECTRON MICROSCOPY	3.3	2018-11-21	4	RCSB_DATA_API	2026-04-11
6MSK	O00232	ELECTRON MICROSCOPY	3.2	2018-11-21	4	RCSB_DATA_API	2026-04-11
6WJD	O00232	ELECTRON MICROSCOPY	4.8	2020-08-05	4	RCSB_DATA_API	2026-04-11
6WJN	O00232	ELECTRON MICROSCOPY	5.7	2020-08-05	2	RCSB_DATA_API	2026-04-11
7QXN	O00232	ELECTRON MICROSCOPY	3.7	2023-02-08	4	RCSB_DATA_API	2026-04-11
7QXP	O00232	ELECTRON MICROSCOPY	3.6	2023-02-08	4	RCSB_DATA_API	2026-04-11
7QXU	O00232	ELECTRON MICROSCOPY	4.3	2023-02-08	4	RCSB_DATA_API	2026-04-11
7QXW	O00232	ELECTRON MICROSCOPY	4.1	2023-02-08	4	RCSB_DATA_API	2026-04-11
7QXX	O00232	ELECTRON MICROSCOPY	4.4	2023-02-08	4	RCSB_DATA_API	2026-04-11
7QY7	O00232	ELECTRON MICROSCOPY	4.7	2023-02-08	2	RCSB_DATA_API	2026-04-11
7QYA	O00232	ELECTRON MICROSCOPY	4.8	2023-02-08	2	RCSB_DATA_API	2026-04-11
7QYB	O00232	ELECTRON MICROSCOPY	4.1	2023-02-08	4	RCSB_DATA_API	2026-04-11
7W37	O00232	ELECTRON MICROSCOPY	3	2022-05-04	4	RCSB_DATA_API	2026-04-11
7W38	O00232	ELECTRON MICROSCOPY	3.1	2022-05-04	4	RCSB_DATA_API	2026-04-11
7W39	O00232	ELECTRON MICROSCOPY	3.2	2022-05-04	4	RCSB_DATA_API	2026-04-11
7W3A	O00232	ELECTRON MICROSCOPY	3.5	2022-05-04	3	RCSB_DATA_API	2026-04-11
7W3B	O00232	ELECTRON MICROSCOPY	3.6	2022-05-04	3	RCSB_DATA_API	2026-04-11
7W3C	O00232	ELECTRON MICROSCOPY	3.4	2022-05-04	3	RCSB_DATA_API	2026-04-11
7W3F	O00232	ELECTRON MICROSCOPY	3.3	2022-05-04	3	RCSB_DATA_API	2026-04-11
7W3G	O00232	ELECTRON MICROSCOPY	3.2	2022-05-04	3	RCSB_DATA_API	2026-04-11
7W3H	O00232	ELECTRON MICROSCOPY	3.2	2022-05-04	4	RCSB_DATA_API	2026-04-11
7W3I	O00232	ELECTRON MICROSCOPY	3.5	2022-05-18	3	RCSB_DATA_API	2026-04-11
7W3J	O00232	ELECTRON MICROSCOPY	3.5	2022-05-04	3	RCSB_DATA_API	2026-04-11
7W3K	O00232	ELECTRON MICROSCOPY	3.6	2022-05-04	3	RCSB_DATA_API	2026-04-11
7W3M	O00232	ELECTRON MICROSCOPY	3.5	2022-05-18	3	RCSB_DATA_API	2026-04-11
8CVT	O00232	ELECTRON MICROSCOPY	3	2022-11-02	3	RCSB_DATA_API	2026-04-11
8JRI	O00232	ELECTRON MICROSCOPY	3.4	2024-12-18	3	RCSB_DATA_API	2026-04-11
8JRT	O00232	ELECTRON MICROSCOPY	3.6	2024-12-18	3	RCSB_DATA_API	2026-04-11
8JTI	O00232	ELECTRON MICROSCOPY	3.8	2024-12-25	3	RCSB_DATA_API	2026-04-11
8K0G	O00232	ELECTRON MICROSCOPY	3.8	2025-01-22	3	RCSB_DATA_API	2026-04-11
8USB	O00232	ELECTRON MICROSCOPY	2.73	2024-11-06	4	RCSB_DATA_API	2026-04-11
8USC	O00232	ELECTRON MICROSCOPY	3.1	2024-11-06	4	RCSB_DATA_API	2026-04-11
9E8G	O00232	ELECTRON MICROSCOPY	3.01	2024-12-04	4	RCSB_DATA_API	2026-04-11
9E8H	O00232	ELECTRON MICROSCOPY	2.9	2024-12-04	4	RCSB_DATA_API	2026-04-11
9E8I	O00232	ELECTRON MICROSCOPY	2.87	2024-12-04	4	RCSB_DATA_API	2026-04-11
9E8J	O00232	ELECTRON MICROSCOPY	3.47	2024-12-04	4	RCSB_DATA_API	2026-04-11
9E8K	O00232	ELECTRON MICROSCOPY	4.08	2024-12-04	4	RCSB_DATA_API	2026-04-11
9E8L	O00232	ELECTRON MICROSCOPY	3.59	2024-12-04	4	RCSB_DATA_API	2026-04-11
9E8N	O00232	ELECTRON MICROSCOPY	3.62	2024-12-04	4	RCSB_DATA_API	2026-04-11
9E8O	O00232	ELECTRON MICROSCOPY	3.1	2024-12-04	4	RCSB_DATA_API	2026-04-11
9E8Q	O00232	ELECTRON MICROSCOPY	3.16	2024-12-04	4	RCSB_DATA_API	2026-04-11
3MDY	O00238	X-RAY DIFFRACTION	2.05	2010-05-19	1	RCSB_DATA_API	2026-04-11
1FE0	O00244	X-RAY DIFFRACTION	1.75	2001-01-20	2	RCSB_DATA_API	2026-04-11
1FE4	O00244	X-RAY DIFFRACTION	1.75	2001-01-24	3	RCSB_DATA_API	2026-04-11
1FEE	O00244	X-RAY DIFFRACTION	1.8	2001-01-21	2	RCSB_DATA_API	2026-04-11
1TL4	O00244	SOLUTION NMR		2004-10-26	1	RCSB_DATA_API	2026-04-11
1TL5	O00244	SOLUTION NMR		2004-10-26	0	RCSB_DATA_API	2026-04-11
2K1R	O00244	SOLUTION NMR		2009-03-31	1	RCSB_DATA_API	2026-04-11
2LQ9	O00244	SOLUTION NMR		2013-03-27	0	RCSB_DATA_API	2026-04-11
3CJK	O00244	X-RAY DIFFRACTION	1.8	2008-12-30	1	RCSB_DATA_API	2026-04-11
3IWL	O00244	X-RAY DIFFRACTION	1.6	2009-09-22	3	RCSB_DATA_API	2026-04-11
3IWX	O00244	X-RAY DIFFRACTION	2.14	2009-09-22	2	RCSB_DATA_API	2026-04-11
4QOT	O00244	X-RAY DIFFRACTION	2.2	2015-06-24	2	RCSB_DATA_API	2026-04-11
4YDX	O00244	X-RAY DIFFRACTION	1.602	2015-03-04	3	RCSB_DATA_API	2026-04-11
4YEA	O00244	X-RAY DIFFRACTION	2.14	2015-03-18	2	RCSB_DATA_API	2026-04-11
5F0W	O00244	X-RAY DIFFRACTION	2.7	2017-01-18	1	RCSB_DATA_API	2026-04-11
5T7L	O00244	X-RAY DIFFRACTION	2.83	2016-10-12	2	RCSB_DATA_API	2026-04-11
7DC1	O00244	X-RAY DIFFRACTION	1.75	2021-10-27	1	RCSB_DATA_API	2026-04-11
7ZC3	O00244	X-RAY DIFFRACTION	1.9	2022-04-06	2	RCSB_DATA_API	2026-04-11
1HYK	O00253	SOLUTION NMR		2001-02-07	0	RCSB_DATA_API	2026-04-11
1MR0	O00253	SOLUTION NMR		2002-10-02	0	RCSB_DATA_API	2026-04-11
3U84	O00255	X-RAY DIFFRACTION	2.5	2012-02-15	0	RCSB_DATA_API	2026-04-11
3U85	O00255	X-RAY DIFFRACTION	3	2012-02-15	0	RCSB_DATA_API	2026-04-11
3U86	O00255	X-RAY DIFFRACTION	2.843	2012-02-15	0	RCSB_DATA_API	2026-04-11
3U88	O00255	X-RAY DIFFRACTION	3	2012-02-15	5	RCSB_DATA_API	2026-04-11
4GPQ	O00255	X-RAY DIFFRACTION	1.46	2012-09-19	3	RCSB_DATA_API	2026-04-11
4GQ3	O00255	X-RAY DIFFRACTION	1.56	2012-09-19	4	RCSB_DATA_API	2026-04-11
4GQ4	O00255	X-RAY DIFFRACTION	1.27	2012-09-19	6	RCSB_DATA_API	2026-04-11
4GQ6	O00255	X-RAY DIFFRACTION	1.55	2012-09-19	2	RCSB_DATA_API	2026-04-11
4I80	O00255	X-RAY DIFFRACTION	3.1	2013-03-06	0	RCSB_DATA_API	2026-04-11
4OG3	O00255	X-RAY DIFFRACTION	2.01	2014-03-05	5	RCSB_DATA_API	2026-04-11
4OG4	O00255	X-RAY DIFFRACTION	1.45	2014-03-05	7	RCSB_DATA_API	2026-04-11
4OG5	O00255	X-RAY DIFFRACTION	1.63	2014-03-05	6	RCSB_DATA_API	2026-04-11
4OG6	O00255	X-RAY DIFFRACTION	1.49	2014-03-05	5	RCSB_DATA_API	2026-04-11
4OG7	O00255	X-RAY DIFFRACTION	2.08	2014-03-05	5	RCSB_DATA_API	2026-04-11
4OG8	O00255	X-RAY DIFFRACTION	1.53	2014-03-05	6	RCSB_DATA_API	2026-04-11
4X5Y	O00255	X-RAY DIFFRACTION	1.59	2015-04-15	6	RCSB_DATA_API	2026-04-11
4X5Z	O00255	X-RAY DIFFRACTION	1.86	2015-04-15	5	RCSB_DATA_API	2026-04-11
5DB0	O00255	X-RAY DIFFRACTION	1.5	2016-03-30	5	RCSB_DATA_API	2026-04-11
5DB1	O00255	X-RAY DIFFRACTION	1.86	2016-03-30	4	RCSB_DATA_API	2026-04-11
5DB2	O00255	X-RAY DIFFRACTION	1.54	2016-03-30	5	RCSB_DATA_API	2026-04-11
5DB3	O00255	X-RAY DIFFRACTION	1.71	2016-03-30	5	RCSB_DATA_API	2026-04-11
5DD9	O00255	X-RAY DIFFRACTION	1.62	2015-09-09	5	RCSB_DATA_API	2026-04-11
5DDA	O00255	X-RAY DIFFRACTION	1.83	2015-09-09	5	RCSB_DATA_API	2026-04-11
5DDB	O00255	X-RAY DIFFRACTION	1.54	2015-09-09	5	RCSB_DATA_API	2026-04-11
5DDC	O00255	X-RAY DIFFRACTION	1.62	2016-07-06	5	RCSB_DATA_API	2026-04-11
5DDD	O00255	X-RAY DIFFRACTION	2.14	2015-09-09	5	RCSB_DATA_API	2026-04-11
5DDE	O00255	X-RAY DIFFRACTION	1.78	2015-09-09	5	RCSB_DATA_API	2026-04-11
5DDF	O00255	X-RAY DIFFRACTION	1.66	2015-09-09	5	RCSB_DATA_API	2026-04-11
6B41	O00255	X-RAY DIFFRACTION	2.61	2018-01-24	2	RCSB_DATA_API	2026-04-11
6BXH	O00255	X-RAY DIFFRACTION	2.445	2018-11-28	3	RCSB_DATA_API	2026-04-11
6BXY	O00255	X-RAY DIFFRACTION	1.82	2018-11-28	5	RCSB_DATA_API	2026-04-11
6BY8	O00255	X-RAY DIFFRACTION	1.9	2018-11-28	5	RCSB_DATA_API	2026-04-11
6E1A	O00255	X-RAY DIFFRACTION	3.1	2019-07-10	2	RCSB_DATA_API	2026-04-11
6O5I	O00255	X-RAY DIFFRACTION	1.24	2020-01-08	4	RCSB_DATA_API	2026-04-11
6OPJ	O00255	X-RAY DIFFRACTION	1.501	2020-09-02	3	RCSB_DATA_API	2026-04-11
6PKC	O00255	X-RAY DIFFRACTION	1.9	2019-12-18	1	RCSB_DATA_API	2026-04-11
6S2K	O00255	X-RAY DIFFRACTION	3.1	2021-01-13	1	RCSB_DATA_API	2026-04-11
6WNH	O00255	X-RAY DIFFRACTION	2.1	2020-05-13	2	RCSB_DATA_API	2026-04-11
7M4T	O00255	X-RAY DIFFRACTION	2.74	2021-08-11	2	RCSB_DATA_API	2026-04-11
7O9T	O00255	X-RAY DIFFRACTION	2.159	2022-07-27	1	RCSB_DATA_API	2026-04-11
7O9X	O00255	X-RAY DIFFRACTION	2.299	2022-07-27	3	RCSB_DATA_API	2026-04-11
7O9Z	O00255	X-RAY DIFFRACTION	1.979	2022-07-27	3	RCSB_DATA_API	2026-04-11
7OA9	O00255	X-RAY DIFFRACTION	2.098	2022-08-03	3	RCSB_DATA_API	2026-04-11
7UJ4	O00255	X-RAY DIFFRACTION	1.96	2022-12-14	2	RCSB_DATA_API	2026-04-11
8E90	O00255	X-RAY DIFFRACTION	1.85	2022-12-14	3	RCSB_DATA_API	2026-04-11
8GPN	O00255	ELECTRON MICROSCOPY	3.2	2023-02-15	0	RCSB_DATA_API	2026-04-11
8IG0	O00255	X-RAY DIFFRACTION	2.6	2023-03-22	3	RCSB_DATA_API	2026-04-11
8VA5	O00255	X-RAY DIFFRACTION	1.3	2024-11-20	5	RCSB_DATA_API	2026-04-11
8VA6	O00255	X-RAY DIFFRACTION	1.57	2024-11-20	6	RCSB_DATA_API	2026-04-11
9C92	O00255	X-RAY DIFFRACTION	1.9	2025-01-15	1	RCSB_DATA_API	2026-04-11
9C93	O00255	X-RAY DIFFRACTION	1.85	2025-01-15	4	RCSB_DATA_API	2026-04-11
9C94	O00255	X-RAY DIFFRACTION	1.98	2025-01-15	1	RCSB_DATA_API	2026-04-11
2K28	O00257	SOLUTION NMR		2008-04-08	0	RCSB_DATA_API	2026-04-11
3I8Z	O00257	X-RAY DIFFRACTION	1.51	2009-08-25	0	RCSB_DATA_API	2026-04-11
5EPL	O00257	X-RAY DIFFRACTION	1.81	2015-12-23	1	RCSB_DATA_API	2026-04-11
6SO5	O00258	ELECTRON MICROSCOPY	4.2	2020-09-09	1	RCSB_DATA_API	2026-04-11
8CQZ	O00258	X-RAY DIFFRACTION	2.8	2023-11-29	0	RCSB_DATA_API	2026-04-11
8CR1	O00258	ELECTRON MICROSCOPY	3.2	2023-11-29	1	RCSB_DATA_API	2026-04-11
8CR2	O00258	ELECTRON MICROSCOPY	4.2	2023-11-29	1	RCSB_DATA_API	2026-04-11
4X8Y	O00264	X-RAY DIFFRACTION	1.95	2016-03-23	1	RCSB_DATA_API	2026-04-11
2DO3	O00267	SOLUTION NMR		2006-10-27	0	RCSB_DATA_API	2026-04-11
2E6Z	O00267	SOLUTION NMR		2007-07-10	0	RCSB_DATA_API	2026-04-11
2E70	O00267	SOLUTION NMR		2007-07-10	0	RCSB_DATA_API	2026-04-11
3H7H	O00267	X-RAY DIFFRACTION	1.55	2009-12-08	2	RCSB_DATA_API	2026-04-11
4L1U	O00267	X-RAY DIFFRACTION	2.424	2013-10-02	2	RCSB_DATA_API	2026-04-11
5OHO	O00267	X-RAY DIFFRACTION	1.601	2017-09-13	2	RCSB_DATA_API	2026-04-11
5OHQ	O00267	X-RAY DIFFRACTION	1.098	2017-09-13	2	RCSB_DATA_API	2026-04-11
5OIK	O00267	ELECTRON MICROSCOPY	3.7	2017-09-13	2	RCSB_DATA_API	2026-04-11
5U98	O00267	X-RAY DIFFRACTION	2	2017-07-19	1	RCSB_DATA_API	2026-04-11
